Query,Rank,Term,Pinyin Match,In Notes,Unigram Count,Hamming,Is Substring,Is Relevant
古佛與露柱,2,古田縣,0,0,1,4,0,0
古佛與露柱,3,供佛花,0,0,1,4,0,0
維摩詰不二法門,4,維摩詰經,0,0,3,4,0,1
維摩詰不二法門,5,維摩詰居士,0,0,3,4,0,1
維摩詰不二法門,6,維摩詰所說經,0,0,3,4,0,1
維摩詰不二法門,7,維摩義記,0,0,2,5,0,1
三種病人,2,玄沙三種病人,0,0,4,6,1,0
般若體,1,般若时,0,0,2,1,0,1
般若體,2,般若經,0,0,2,1,0,1
般若體,3,般若部,0,0,2,1,0,1
世尊陞座,3,五参陞座,0,0,2,2,0,0
世尊陞座,4,药山陞座,0,0,2,2,0,0
三轉語,3,三轉法輪,0,0,2,2,0,0
三轉語,4,三读,0,0,1,2,0,0
三轉語,5,共同語,0,0,1,2,0,0
回向院,2,回向門,0,0,2,1,0,1
回向院,3,回向偈,0,0,2,1,0,0
回向院,4,回向文,0,0,2,1,0,0
國豐山無緣寺,1,無畏山寺,0,0,3,5,0,0
國豐山無緣寺,2,教王護國寺,0,0,2,6,0,0
止于坐隅,1,止犯,0,0,1,3,0,0
止于坐隅,2,渐渍于道德,0,0,1,5,0,0
止于坐隅,3,半行半坐三昧,0,0,1,6,0,0
貌甚閒暇,1,不暇,0,0,1,4,0,0
貌甚閒暇,2,目不暇给,0,0,1,4,0,0
單傳心印,1,金刚般若波罗蜜经心印疏,0,0,2,11,0,0
單傳心印,2,佛心印,0,0,2,4,0,1
單傳心印,3,心願單,0,0,2,4,0,0
單傳心印,4,傳單,0,0,2,4,0,0
單傳心印,5,傳心術,0,0,2,4,0,0
單傳心印,6,福智印心,0,0,2,4,0,0
見性成佛,1,一性皆成,0,0,2,3,0,0
見性成佛,5,誓不成佛,0,0,2,2,0,1
見性成佛,6,花開見佛,0,0,2,3,0,0
是衲僧家尋常茶飯,5,闲话家常,0,0,2,8,0,0
是衲僧家尋常茶飯,6,從門入者不是家珍,0,0,2,8,0,0
是衲僧家尋常茶飯,8,一缽千家飯 孤僧萬里遊,0,0,3,10,0,0
是衲僧家尋常茶飯,9,異乎尋常,0,0,2,8,0,0
舉梁武帝問達磨大師(,2,達磨般若,0,0,2,10,0,0
舉梁武帝問達磨大師(,3,阿毗達磨識身足論,0,0,2,10,0,0
舉梁武帝問達磨大師(,4,寒武紀大爆發,0,0,2,10,0,0
舉梁武帝問達磨大師(,5,阿浮達磨,0,0,2,10,0,0
舉梁武帝問達磨大師(,6,武舉,0,0,2,10,0,0
舉梁武帝問達磨大師(,7,梁武帝问达磨,0,0,4,10,0,1
如何是聖諦第一義,1,佛心本是人心转 世味何如道味长,0,0,3,15,0,0
如何是聖諦第一義,2,第一義天,0,0,3,8,0,1
如何是聖諦第一義,3,凡聖一如,0,0,3,8,0,0
箭過新羅,1,新干,0,0,1,4,0,0
箭過新羅,2,南羅羅國,0,0,1,4,0,0
箭過新羅,3,般羅底木叉,0,0,1,5,0,0
箭過新羅,4,改過自新,0,0,2,3,0,0
滿面慚惶,1,占地面积,0,0,1,4,0,0
滿面慚惶,2,另開生面,0,0,1,4,0,0
滿面慚惶,3,填滿,0,0,1,4,0,0
滿面慚惶,4,滿面春風,0,0,2,2,0,1
滿面慚惶,5,面對,0,0,1,4,0,0
摸索不着,1,不着陆飞行,0,0,2,5,0,0
摸索不着,2,不空羂索陀羅尼經,0,0,2,8,0,0
摸索不着,3,佛說不空羂索陀羅尼儀軌經,0,0,2,11,0,0
摸索不着,4,摸不着头脑,0,0,3,4,0,0
再來不直半文錢,2,半開後不圓唇元音,0,0,2,8,0,0
再來不直半文錢,3,明月青松不見老 茅舍白雲任去來,0,0,2,15,0,0
達磨遂渡江至魏,1,阿浮陀達磨,0,0,2,7,0,0
達磨遂渡江至魏,2,菩提達磨,0,0,2,7,0,0
達磨遂渡江至魏,3,眾事分阿毗達達磨論,0,0,2,9,0,0
這野狐精,1,精诚所加，金石为开,0,0,1,9,0,0
這野狐精,2,猴儿精,0,0,1,4,0,0
這野狐精,3,精選,0,0,1,4,0,0
這野狐精,5,野蠻人,0,0,1,4,0,0
這野狐精,6,境野黄洋,0,0,1,3,0,0
帝後舉問志公,1,黄帝八十一难经,0,0,1,7,0,0
帝後舉問志公,2,梁武帝問達磨,0,0,2,5,0,1
帝後舉問志公,3,漢平帝,0,0,1,6,0,0
帝後舉問志公,4,蒲公英,0,0,1,6,0,0
却是武帝承當得達磨公案,1,漢武帝,0,0,2,11,0,0
却是武帝承當得達磨公案,2,晉武帝,0,0,2,11,0,0
却是武帝承當得達磨公案,3,承當不起,0,0,2,11,0,0
傳佛心印,1,佛即是心心即佛 人能弘道道弘人,0,0,2,15,0,0
傳佛心印,2,三學增上明佛性 一塵不染照禪心,0,0,2,15,0,0
傳佛心印,3,漢傳佛教,0,0,2,4,0,0
傳佛心印,4,口中吃的清和味 心裏常思佛土居,0,0,2,15,0,0
不知脚跟下放大光明,1,大肚能容天下事 善心不染世間塵,0,0,3,15,0,0
不知脚跟下放大光明,2,大肚能容天下事 善心不染世间尘,0,0,3,15,0,0
不知脚跟下放大光明,4,不空羂索毘盧遮那佛大灌頂光真言,0,0,3,14,0,0
不知脚跟下放大光明,6,大佛顶如来放光悉怛多般怛罗大神力都摄一切呪王陀罗尼经大威德最胜金轮三昧呪品,0,0,3,36,0,0
雲門三句,2,清淨法身毘盧遮那心地法門成就一切陀羅尼三種悉地,0,0,2,23,0,0
雲門三句,3,佛光普照三千界 法水长流五大洲,0,0,2,15,0,0
雲門三句,4,淨地何須掃 空門不用關,0,0,2,11,0,0
雲門三句,5,梅花开五福 竹叶报三多,0,0,2,11,0,0
雲門三句,6,滄海無風千古月 青天不雨四季雲,0,0,2,15,0,0
出家唄,1,出家人,0,0,2,1,1,0
出家唄,2,短期出家修道会,0,0,2,7,0,0
出家唄,3,佛说出家功德经,0,0,2,7,0,0
出家外道,1,無衣外道,0,0,2,2,1,0
出家外道,2,家醜不可外揚,0,0,2,6,0,0
出家外道,3,出道,0,0,2,3,0,0
出家外道,4,尼犍陀弗咀羅外道,0,0,2,8,0,0
出家外道,5,忠義仁孝　傳家有道,0,0,2,9,0,0
出家外道,6,短期出家修道会,0,0,3,7,0,0
武帝追憶,1,哈里发帝国,0,0,1,5,0,0
武帝追憶,2,拜上帝會,0,0,1,4,0,0
武帝追憶,3,神武元聖孝皇帝,0,0,2,7,0,0
武帝追憶,4,齐武帝,0,0,2,4,0,1
武帝追憶,5,魏道武帝,0,0,2,4,0,0
武帝追憶,6,孝武帝,0,0,2,4,0,1
蹉過也不知,1,過意不去,0,0,2,5,0,0
蹉過也不知,2,不知痛癢,0,0,2,5,0,0
蹉過也不知,3,不過,0,0,2,4,0,0
蹉過也不知,4,不知羞耻,0,0,2,5,0,0
一葦渡江,1,葦鵐,0,0,1,4,0,0
一葦渡江,3,救人一命勝造七級浮屠,0,0,1,10,0,0
一葦渡江,4,不顧一切,0,0,1,4,0,0
雪竇於他初句下,1,阿那他賓低,0,0,1,7,0,0
雪竇於他初句下,2,承下尘,0,0,1,7,0,0
雪竇於他初句下,3,活下,0,0,1,7,0,0
雪竇於他初句下,4,下次,0,0,1,7,0,0
直饒鐵眼銅睛,1,火眼金睛,0,0,2,6,0,0
直饒鐵眼銅睛,2,只赢得眼睛也落地,0,0,2,7,0,0
直饒鐵眼銅睛,3,髑髅裏眼睛,0,0,2,5,0,0
似閃電光,1,光陰似箭,0,0,2,4,0,0
似閃電光,2,金光閃爍,0,0,2,4,0,0
似閃電光,3,電光石火,0,0,2,4,0,1
似閃電光,4,閃電式結婚,0,0,2,5,0,0
似閃電光,5,閃光點,0,0,2,4,0,1
似閃電光,6,電子業,0,0,1,4,0,0
似閃電光,7,寒光閃閃,0,0,2,4,0,0
似閃電光,8,佛光電子大藏經,0,0,2,6,0,0
喚來與老僧洗脚,1,明月青松不見老 茅舍白雲任去來,0,0,2,15,0,0
喚來與老僧洗脚,2,搬柴运水行脚去 洗碗扫地吃茶来,0,0,2,15,0,0
喚來與老僧洗脚,3,長老會,0,0,1,7,0,0
喚來與老僧洗脚,4,專家學者看佛光山 4：現代化與國際化,0,0,1,18,0,0
喚來與老僧洗脚,5,佛說溫室洗浴眾僧經,0,0,2,9,0,0
喚來與老僧洗脚,6,佛光道場發展方向 1.傳統與現代融和 2.僧眾與信眾共有 3.行持與慧解並重 4.佛教與藝文合一,0,0,2,48,0,0
喚來與老僧洗脚,7,行脚僧,0,0,2,7,0,0
喚 作驢則是,6,本来心即佛 究竟我是谁,0,0,2,11,0,0
喚 作驢則是,7,道外無言方是道 心中有事便非心,0,0,2,14,0,0
且喜沒交涉,1,涉過,0,0,1,5,0,0
且喜沒交涉,2,交保釋放,0,0,1,5,0,0
且喜沒交涉,3,且瓦特纳拉姆寺,0,0,1,6,0,0
且喜沒交涉,5,喜筵,0,0,1,5,0,0
且喜沒交涉,6,喜受,0,0,1,5,0,0
且喜沒交涉,7,外交事務,0,0,1,5,0,0
且喜沒交涉,8,老实巴交,0,0,1,4,0,0
且喜沒交涉,9,回嗔作喜,0,0,1,5,0,0
只許老胡知,1,只要,0,0,1,4,0,0
只許老胡知,2,人不知鬼不覺,0,0,1,6,0,0
只許老胡知,3,中老年人,0,0,1,5,0,0
只許老胡知,4,认知神经心理学,0,0,1,7,0,0
不隨 一切語言轉,1,一切智光明仙人慈心因缘不食肉经,0,0,3,15,0,0
不隨 一切語言轉,2,金刚顶降三世大仪轨法王教中观自在菩萨心真言一切如来莲华大曼荼罗品,0,0,3,32,0,0
不隨 一切語言轉,3,根本說一切有部毘奈耶隨意事,0,0,3,11,0,0
不隨 一切語言轉,9,照见五蕴皆空 能度一切苦厄,0,0,3,13,0,0
不隨 一切語言轉,10,一塵不染清淨地 萬善同登般若門,0,0,3,15,0,0
與武帝對譚,1,魏孝武帝,0,0,2,5,0,0
與武帝對譚,2,佛教與環保,0,0,1,5,0,0
與武帝對譚,3,武山雞,0,0,1,5,0,0
與武帝對譚,4,鹼基對,0,0,1,5,0,0
與武帝對譚,5,汉章帝,0,0,1,4,0,0
與武帝對譚,6,标称核武器,0,0,1,5,0,0
與武帝對譚,7,宋武帝刘裕,0,0,2,3,0,0
與武帝對譚,8,梁武帝問達磨,0,0,2,4,0,1
與武帝對譚,9,孝武帝,0,0,2,3,0,0
與武帝對譚,10,宋武帝,0,0,2,3,0,0
自然見得,1,心正则本立 本立则道生 道生则心净 心净则自然,0,0,2,23,0,0
自然見得,2,车到山前必有路，船到桥头自然直,0,0,2,15,0,0
自然見得,3,大自然,0,0,2,4,0,0
自然見得,4,悠然自得,0,0,3,2,0,0
無計較情塵,1,計無所出,0,0,2,5,0,0
無計較情塵,2,無垢優婆夷問經,0,0,1,6,0,0
無計較情塵,3,無情無義,0,0,2,4,0,0
無計較情塵,4,無比較級,0,0,2,3,0,0
無計較情塵,5,無計可施,0,0,2,3,0,0
一刀截斷,1,第一轮,0,0,1,4,0,0
一刀截斷,2,一口吞尽,0,0,1,3,0,0
一刀截斷,3,一色一样,0,0,1,3,0,0
一刀截斷,4,週一,0,0,1,4,0,0
一刀截斷,5,天下第一,0,0,1,4,0,0
一刀截斷,6,不顧一切,0,0,1,4,0,0
一刀截斷,7,聚在一起,0,0,1,4,0,0
一刀截斷,8,截肢,0,0,1,4,0,0
一刀截斷,9,一展身手,0,0,1,3,0,0
一刀截斷,10,一瞬,0,0,1,3,0,0
鷂子過新羅,1,優陀羅羅摩子,0,0,2,6,0,0
鷂子過新羅,2,一髻文殊師利童子陀羅尼念誦儀軌,0,0,2,15,0,0
鷂子過新羅,3,红脖子,0,0,1,5,0,0
鷂子過新羅,4,佛說護諸童子陀羅尼經,0,0,2,10,0,0
鷂子過新羅,5,波羅利子,0,0,2,5,0,0
鷂子過新羅,6,伴陀羅縛子尼,0,0,2,6,0,0
鷂子過新羅,7,新娘子,0,0,2,5,0,0
鷂子過新羅,8,新罗王朝,0,0,1,5,0,0
鷂子過新羅,9,佛說金毘羅童子威德經,0,0,2,9,0,0
鷂子過新羅,10,過江羅漢,0,0,2,5,0,0
此是雪竇忒殺老婆,1,時間是把殺豬刀,0,0,2,8,0,0
此是雪竇忒殺老婆,2,老婆孩子熱炕頭,0,0,2,8,0,0
此是雪竇忒殺老婆,4,薑還是老的辣,0,0,2,8,0,0
此是雪竇忒殺老婆,7,怕老婆,0,0,2,8,0,0
廓然與不識,1,見事推諉的人 必然不能成功 凡事承擔的人 定會成就事業,0,0,2,27,0,0
廓然與不識,2,魚與熊掌不可兼得,0,0,2,8,0,0
廓然與不識,4,達磨廓然,0,0,2,5,0,0
廓然與不識,5,不與取,0,0,2,5,0,0
廓然與不識,6,與眾不同,0,0,2,5,0,0
廓然與不識,7,悍然不顾,0,0,2,4,0,0
雪竇重拈一遍,1,一行佛學辭典,0,0,1,6,0,0
雪竇重拈一遍,2,随一不成过,0,0,1,6,0,0
雪竇重拈一遍,3,重新統一,0,0,2,6,0,0
雪竇重拈一遍,5,一九七四年,0,0,1,6,0,0
雪竇重拈一遍,6,雪窦重显,0,0,2,4,0,0
頌出事跡,1,出廠價,0,0,1,4,0,0
頌出事跡,4,墨跡,0,0,1,4,0,0
頌出事跡,5,说不出,0,0,1,4,0,0
頌出事跡,6,可頌,0,0,1,4,0,0
頌出事跡,7,生平事跡,0,0,2,2,0,0
頌出事跡,8,事出不意,0,0,2,3,0,0
頌出事跡,9,好事不出门，坏事传千里,0,0,2,11,0,0
頌出事跡,10,總幹事,0,0,1,3,0,0
武帝甞披袈裟,1,魏道武帝,0,0,2,6,0,0
武帝甞披袈裟,2,晋武帝,0,0,2,6,0,0
武帝甞披袈裟,3,晉孝武帝,0,0,2,6,0,0
武帝甞披袈裟,4,历代帝王庙,0,0,1,6,0,0
武帝甞披袈裟,5,武寧,0,0,1,5,0,0
武帝甞披袈裟,6,齊高帝,0,0,1,6,0,0
武帝甞披袈裟,7,宋武帝劉裕,0,0,2,6,0,0
武帝甞披袈裟,8,齐武帝,0,0,2,6,0,0
武帝甞披袈裟,9,孝武帝,0,0,2,6,0,0
武帝甞披袈裟,10,晉武帝,0,0,2,6,0,0
若透得這箇無功德話,1,希有挍量功德經,0,0,2,9,0,0
若透得這箇無功德話,2,希有挍量功德经,0,0,2,9,0,0
若透得這箇無功德話,3,無量功德陀羅尼經,0,0,3,9,0,0
若透得這箇無功德話,4,汾陽無德禪師語錄,0,0,2,9,0,0
若透得這箇無功德話,5,視若無睹,0,0,2,9,0,0
若透得這箇無功德話,6,佛说希有挍量功德经,0,0,2,7,0,0
若透得這箇無功德話,7,初發心功德,0,0,2,9,0,0
若透得這箇無功德話,8,隨喜功德品,0,0,2,9,0,0
若透得這箇無功德話,10,佛說希有挍量功德經,0,0,2,7,0,0
許爾親見達磨,1,大乘阿毘達磨集論,0,0,2,6,0,0
許爾親見達磨,2,大乘阿毘達磨雜集論,0,0,2,7,0,0
許爾親見達磨,3,吉爾達,0,0,2,5,0,0
許爾親見達磨,4,阿毘達磨集異門足論,0,0,2,9,0,0
許爾親見達磨,5,達磨栖那,0,0,2,6,0,0
許爾親見達磨,7,達爾富爾,0,0,2,5,0,0
許爾親見達磨,8,阿毘達磨順正理論,0,0,2,8,0,0
許爾親見達磨,9,梁武帝問達磨,0,0,2,4,0,0
許爾親見達磨,10,達爾麻仁欽,0,0,2,5,0,0
為什麼都無功德,1,一切功德莊嚴王經,0,0,2,8,0,0
為什麼都無功德,2,浴像功德經,0,0,2,7,0,0
為什麼都無功德,3,佛光山道粮功德回向法会,0,0,2,9,0,0
為什麼都無功德,4,药师如来本愿功德经,0,0,2,9,0,0
為什麼都無功德,5,佛说称赞如来功德神呪经,0,0,2,11,0,0
為什麼都無功德,6,林子大了，什么鸟都有,0,0,2,10,0,0
為什麼都無功德,7,無德,0,0,2,7,0,0
為什麼都無功德,9,浴像功德经,0,0,2,7,0,0
為什麼都無功德,10,佛說稱讚如來功德神呪經,0,0,2,11,0,0
即是聖諦第一義,2,讚揚聖德多羅菩薩一百八名經,0,0,2,12,0,0
即是聖諦第一義,4,第一義法勝經,0,0,3,7,0,0
即是聖諦第一義,5,悟本性無非佛性 了凡心即是聖心,0,0,3,15,0,0
即是聖諦第一義,6,一切經音義,0,0,2,7,0,0
即是聖諦第一義,7,趣苦滅道聖諦,0,0,2,7,0,0
即是聖諦第一義,8,一触即溃,0,0,2,7,0,0
即是聖諦第一義,9,二諦義,0,0,2,7,0,0
即是聖諦第一義,10,心中煩惱無明即地獄 心中菩提正見即天堂 心中憂悲苦惱是娑婆 心中安樂幸福是淨土,0,0,2,39,0,0
帝便拈此極則處,1,拈酸,0,0,1,7,0,0
帝便拈此極則處,2,三官大帝,0,0,1,7,0,0
帝便拈此極則處,3,便是,0,0,1,7,0,0
帝便拈此極則處,4,便瑪,0,0,1,7,0,0
帝便拈此極則處,5,隨時給人信心 隨處給人歡喜 隨口給人希望 隨緣給人方便,0,0,2,27,0,0
帝便拈此極則處,7,方便般若,0,0,1,6,0,0
帝便拈此極則處,8,鉢蠟若帝婆耶那,0,0,1,7,0,0
帝便拈此極則處,9,白帝,0,0,1,7,0,0
帝便拈此極則處,10,居鲁士大帝,0,0,1,7,0,0
如何是聖諦第一義,3,一部二十四史，不知從何說起,0,0,2,13,0,0
如何是聖諦第一義,4,一切經音義,0,0,2,8,0,0
如何是聖諦第一義,5,第一義諦,0,0,4,8,0,1
天下衲僧 跳不出,1,家居青天白日下 人在春风和气中,0,0,3,15,0,0
天下衲僧 跳不出,2,天上有池能作雨 人间无地不逢花,0,0,3,14,0,0
天下衲僧 跳不出,3,提得起才放得下 看不破便打不开,0,0,3,15,0,0
天下衲僧 跳不出,4,看世间花红柳绿 愿天下家和人安,0,0,3,15,0,0
天下衲僧 跳不出,5,書中乾坤大 筆下天地寬,0,0,3,11,0,0
天下衲僧 跳不出,6,水流源歸海 月落不離天,0,0,3,11,0,0
天下衲僧 跳不出,7,天下聖賢仁者壽 世間凡俗禮為先,0,0,3,13,0,0
天下衲僧 跳不出,8,大肚能容天下事 善心不染世間塵,0,0,4,15,0,0
天下衲僧 跳不出,9,人無信不立 天有日方明,0,0,3,11,0,0
如今人多少錯會,2,遊人如織,0,0,2,7,0,0
如今人多少錯會,3,修到万缘少 悟来半句多,0,0,2,10,0,0
如今人多少錯會,4,古今人文協會,0,0,3,5,0,0
如今人多少錯會,5,古今多少事 都付笑談中,0,0,3,10,0,0
如今人多少錯會,6,多读好书使自己芳香 多说好话令别人欢喜  多做好事让社会祥和  多发好心增人间美丽,0,0,2,41,0,0
如今人多少錯會,7,花前月下景色美 天上人間喜樂多,0,0,2,15,0,0
如今人多少錯會,8,古今人文协会,0,0,2,5,0,0
却去弄精魂,1,减去,0,0,1,4,0,0
却去弄精魂,2,害人精,0,0,1,5,0,0
却去弄精魂,3,失魂落魄,0,0,1,5,0,0
却去弄精魂,4,擠眉弄眼,0,0,1,4,0,0
却去弄精魂,5,精液,0,0,1,5,0,0
却去弄精魂,6,不定过去,0,0,1,5,0,0
却去弄精魂,7,黄精,0,0,1,5,0,0
却去弄精魂,9,精幹高效,0,0,1,5,0,0
却去弄精魂,10,魂牵梦绕,0,0,1,5,0,0
且喜沒交涉,1,旧交,0,0,1,5,0,0
且喜沒交涉,2,外交事務,0,0,1,5,0,0
且喜沒交涉,3,涉水鳥,0,0,1,5,0,0
且喜沒交涉,4,混交,0,0,1,5,0,0
且喜沒交涉,5,转交,0,0,1,5,0,0
且喜沒交涉,7,慈悲传千古 喜舍应万方,0,0,1,11,0,0
且喜沒交涉,8,諸佛歡喜,0,0,1,5,0,0
且喜沒交涉,9,忧喜交集,0,0,2,4,0,0
且喜沒交涉,10,沒什麼,0,0,1,5,0,0
五祖先師甞說,1,佛說文殊師利般涅槃經,0,0,2,10,0,0
五祖先師甞說,2,開山祖師,0,0,2,5,0,0
五祖先師甞說,3,有餘師說,0,0,2,6,0,0
五祖先師甞說,4,佛說輪轉五道罪福報應經,0,0,2,11,0,0
五祖先師甞說,5,金剛頂超勝三界經說文殊五字真言勝相,0,0,2,17,0,0
五祖先師甞說,6,文殊師利所說般若波羅蜜經,0,0,2,11,0,0
五祖先師甞說,7,佛說文殊師利淨律經,0,0,2,9,0,0
五祖先師甞說,8,佛說五恐怖世經,0,0,2,7,0,0
五祖先師甞說,9,佛說文殊師利行經,0,0,2,8,0,0
五祖先師甞說,10,佛說賢者五福德經,0,0,2,8,0,0
只這廓然無聖,1,無所有處定,0,0,1,6,0,0
只這廓然無聖,2,自然科学,0,0,1,6,0,0
只這廓然無聖,3,無名英雄,0,0,1,6,0,0
只這廓然無聖,4,大乘聖無量壽決定光明王如來陀羅尼經,0,0,2,17,0,0
只這廓然無聖,5,定然,0,0,1,6,0,0
只這廓然無聖,6,世上無難事，只怕有心人,0,0,2,11,0,0
只這廓然無聖,8,若識無實境,0,0,1,6,0,0
只這廓然無聖,9,心中無數,0,0,1,6,0,0
只這廓然無聖,10,傳家有道唯忠厚 處世無奇但率真,0,0,1,15,0,0
一等是打葛藤,1,等一下,0,0,2,6,0,0
一等是打葛藤,4,實踐是檢驗真理的唯一標準,0,0,2,11,0,0
一等是打葛藤,5,三个臭皮匠，合成一个诸葛亮,0,0,2,13,0,0
一等是打葛藤,6,高人一等,0,0,2,6,0,0
一等是打葛藤,7,加人一等,0,0,2,6,0,0
一等是打葛藤,8,莫衷一是,0,0,2,6,0,0
一等是打葛藤,9,八風吹不動，一屁打過江,0,0,2,11,0,0
一等是打葛藤,10,一网打尽,0,0,2,5,0,0
不妨與他打破漆桶,1,豎子不足與謀,0,0,2,8,0,0
不妨與他打破漆桶,2,不與取,0,0,2,7,0,0
不妨與他打破漆桶,3,打得破,0,0,2,8,0,0
不妨與他打破漆桶,4,金刚般若波罗蜜经破取着不坏假名论,0,0,2,16,0,0
若是無這般手段,1,萬般無奈,0,0,2,6,0,0
若是無這般手段,2,仁王般若般若波罗蜜经,0,0,2,9,0,0
若是無這般手段,3,高压手段,0,0,2,7,0,0
若是無這般手段,4,遍智藏般若波罗蜜多心经,0,0,2,11,0,0
若是無這般手段,5,金刚般若波罗蜜经论,0,0,2,9,0,0
若是無這般手段,6,大樂金剛不空真實三昧耶經般若波羅蜜多理趣釋,0,0,2,21,0,0
若是無這般手段,7,般若波羅蜜多,0,0,2,7,0,0
若是無這般手段,8,般若空性,0,0,2,7,0,0
揩定一則公案,2,一則以喜，一則以憂,0,0,2,9,0,0
揩定一則公案,3,一般规定,0,0,2,6,0,0
揩定一則公案,4,一般原則,0,0,2,5,0,0
揩定一則公案,6,一致资源定址器,0,0,2,7,0,0
揩定一則公案,7,魯定公,0,0,2,5,0,0
揩定一則公案,8,定于一尊,0,0,2,5,0,0
揩定一則公案,9,化緣化心，不一定化錢,0,0,2,10,0,0
揩定一則公案,10,统一资源定位器,0,0,2,7,0,0
雪竇與他一拶,1,弹指一挥间,0,0,1,6,0,0
雪竇與他一拶,2,十數佛法 一心二門捐除真妄 二諦圓融緣起中道 三學增上入如來家 四大皆空示現諸有 五戒受持人天佛國 六波羅蜜自度利他 七菩提分增長智慧 八功德水清涼甘露 九品蓮生花開見佛 十大願王圓滿佛道,0,0,2,94,0,0
雪竇與他一拶,3,做一日和尚撞一天钟,0,0,1,9,0,0
雪竇與他一拶,4,一展身手,0,0,1,6,0,0
雪竇與他一拶,5,佛教與生活(一),0,0,2,7,0,0
聖 諦廓然,1,道聖諦,0,0,2,4,0,0
聖 諦廓然,2,悟本性無非佛性 了凡心即是聖心,0,0,2,15,0,0
聖 諦廓然,3,心正则本立 本立则道生 道生则心净 心净则自然,0,0,2,23,0,0
聖 諦廓然,4,見事推諉的人 必然不能成功 凡事承擔的人 定會成就事業,0,0,2,27,0,0
聖 諦廓然,5,苦滅聖諦,0,0,2,5,0,0
聖 諦廓然,6,趣苦滅道聖諦,0,0,2,6,0,0
聖諦廓然,10,廓然無聖,0,0,3,4,0,1
再來不直半文錢,2,大方廣如來不思議境界經,0,0,2,11,0,0
再來不直半文錢,3,文不加點,0,0,2,7,0,0
再來不直半文錢,4,化緣化心，不一定化錢,0,0,2,10,0,0
再來不直半文錢,5,來而不往非禮也,0,0,2,6,0,0
再來不直半文錢,7,文不对题,0,0,2,7,0,0
再來不直半文錢,8,文殊師利所說不思議佛境界經,0,0,2,13,0,0
再來不直半文錢,10,可一而不可再,0,0,2,7,0,0
因茲暗渡江,1,歸因,0,0,1,5,0,0
因茲暗渡江,2,麗江市,0,0,1,5,0,0
因茲暗渡江,3,十種因,0,0,1,5,0,0
因茲暗渡江,4,江陵,0,0,1,5,0,0
因茲暗渡江,5,渡河,0,0,1,5,0,0
因茲暗渡江,6,鎮江,0,0,1,5,0,0
因茲暗渡江,7,十二因緣,0,0,1,5,0,0
因茲暗渡江,8,发暗,0,0,1,5,0,0
因茲暗渡江,9,文江学海,0,0,1,5,0,0
因茲暗渡江,10,明修栈道，暗渡陈仓,0,0,2,9,0,0
穿人鼻孔不得,1,若要人不知，除非己莫为,0,0,2,11,0,0
穿人鼻孔不得,2,己所不欲勿施于人,0,0,2,8,0,0
穿人鼻孔不得,4,若要人不知，除非己莫為,0,0,2,11,0,0
穿人鼻孔不得,7,见不得人,0,0,3,6,0,0
穿人鼻孔不得,8,不得人心,0,0,3,6,0,0
豈免生荊棘,2,双生,0,0,1,5,0,0
豈免生荊棘,3,养生之道,0,0,1,5,0,0
豈免生荊棘,5,生产率,0,0,1,5,0,0
豈免生荊棘,6,五柳先生傳,0,0,1,5,0,0
豈免生荊棘,7,免疫系统,0,0,1,5,0,0
豈免生荊棘,8,披荊斬棘,0,0,2,5,0,0
豈免生荊棘,9,免掉,0,0,1,5,0,0
豈免生荊棘,10,菩薩畏因，眾生畏果,0,0,1,9,0,0
脚跟下已深數丈,1,壽數已盡,0,0,2,7,0,0
脚跟下已深數丈,2,下脚料,0,0,2,7,0,0
脚跟下已深數丈,3,治下,0,0,1,7,0,0
脚跟下已深數丈,4,關係數據庫管理系統,0,0,1,9,0,0
脚跟下已深數丈,5,餘下,0,0,1,7,0,0
脚跟下已深數丈,6,脚踏两只船,0,0,1,6,0,0
脚跟下已深數丈,7,下丘腦,0,0,1,7,0,0
脚跟下已深數丈,8,双脚,0,0,1,7,0,0
脚跟下已深數丈,9,下裝,0,0,1,7,0,0
脚跟下已深數丈,10,分數,0,0,1,7,0,0
千古萬古空相憶,1,萬古千秋,0,0,3,6,0,1
千古萬古空相憶,2,江山千古秀 大地萬年青,0,0,3,10,0,0
向鬼窟裏作活計,1,鬼計多端,0,0,2,7,0,0
向鬼窟裏作活計,2,生活作風,0,0,2,7,0,0
向鬼窟裏作活計,3,沒有待遇的工作,0,0,1,7,0,0
向鬼窟裏作活計,4,用計,0,0,1,7,0,0
向鬼窟裏作活計,5,六作,0,0,1,7,0,0
向鬼窟裏作活計,6,烴化作用,0,0,1,7,0,0
向鬼窟裏作活計,7,全活,0,0,1,7,0,0
向鬼窟裏作活計,8,假動作,0,0,1,7,0,0
向鬼窟裏作活計,9,改過向善,0,0,1,7,0,0
向鬼窟裏作活計,10,向量图形,0,0,1,6,0,0
喚來與老僧洗脚,1,佛说温室洗浴众僧经,0,0,2,9,0,0
喚來與老僧洗脚,2,山僧,0,0,1,7,0,0
喚來與老僧洗脚,3,進來,0,0,1,6,0,0
喚來與老僧洗脚,4,徐娘半老,0,0,1,6,0,0
喚來與老僧洗脚,5,老总,0,0,1,7,0,0
且據雪竇頌此公案,1,白雪公主,0,0,2,8,0,0
且據雪竇頌此公案,3,股份制公司,0,0,1,8,0,0
且據雪竇頌此公案,4,情竇初開,0,0,1,8,0,0
且據雪竇頌此公案,5,劉公島,0,0,1,8,0,0
