Query,Rank,Term,Pinyin Match,In Notes,Unigram Count,Hamming,Is Substring,Is Relevant
民無所惡,4,無所適從,0,0,2,4,0,0
民無所惡,5,無業遊民,0,0,2,4,0,0
民無所惡,6,無所不用其極,0,0,2,6,0,0
民無所惡,7,居無定所,0,0,2,3,0,0
民無所惡,8,一無所動,0,0,2,2,0,0
民無所惡,9,無所屬,0,0,2,4,0,0
民無所惡,10,一無所知,0,0,2,2,0,0
君無以畏,1,施無畏,0,0,2,3,0,0
君無以畏,2,無畏德菩薩會,0,0,2,6,0,0
君無以畏,3,無畏三藏禪要,0,0,2,6,0,0
君無以畏,4,無畏山寺,0,0,2,4,0,0
君無以畏,5,無畏德經,0,0,2,4,0,0
君無以畏,6,四無所畏,0,0,2,2,0,0
君無以畏,7,无以为报,0,0,1,4,0,0
君無以畏,8,表露無遺,0,0,1,4,0,0
君無以畏,9,大無畏,0,0,2,3,0,0
君無以畏,10,無以復加,0,0,2,4,0,0
無以權,1,以言代法，以權壓法,0,0,2,9,0,0
無以權,2,以權壓法,0,0,2,4,0,0
無以權,3,別無選擇,0,0,1,4,0,0
無以權,4,權重,0,0,1,3,0,0
無以權,5,開始以前,0,0,1,4,0,0
無以權,6,觀無量壽佛經疏妙宗鈔,0,0,1,10,0,0
無以權,7,無名小卒,0,0,1,3,0,0
無以權,8,一無所長,0,0,1,4,0,0
無以權,9,無主句,0,0,1,2,0,0
無以權,10,引以為榮,0,0,1,3,0,0
君無以禁制,1,以饗讀者,0,0,1,5,0,0
君無以禁制,2,手足無措,0,0,1,5,0,0
君無以禁制,3,君主專制,0,0,2,4,0,0
君無以禁制,4,君主立宪制,0,0,2,3,0,0
君無以禁制,5,師夷長技以制夷,0,0,2,7,0,0
君無以禁制,6,無限制,0,0,2,5,0,0
君無以禁制,7,議會制君主立憲制,0,0,2,8,0,0
君無以禁制,8,禁制令,0,0,2,5,0,0
君無以禁制,9,毫無保留,0,0,1,4,0,0
君無以禁制,10,百物以興,0,0,1,4,0,0
比肩齊勢,1,印度卢比,0,0,1,4,0,0
比肩齊勢,2,反時勢,0,0,1,4,0,0
比肩齊勢,3,齊名,0,0,1,4,0,0
比肩齊勢,4,肩膊,0,0,1,4,0,0
比肩齊勢,5,做張做勢,0,0,1,3,0,0
比肩齊勢,6,看齊,0,0,1,4,0,0
比肩齊勢,7,比目鱼,0,0,1,3,0,0
比肩齊勢,8,阿达比尔,0,0,1,4,0,0
比肩齊勢,9,比薩,0,0,1,3,0,0
比肩齊勢,10,平方成反比,0,0,1,5,0,0
比肩人,1,比干,0,0,1,2,0,0
比肩人,2,視若路人,0,0,1,4,0,0
比肩人,3,阿比西尼亚人,0,0,2,6,0,0
比肩人,4,领袖人物,0,0,1,3,0,0
比肩人,5,神成為人,0,0,1,4,0,0
比肩人,6,正比例,0,0,1,3,0,0
比肩人,7,阿比西尼亞人,0,0,2,6,0,0
比肩人,8,哈比人,0,0,2,2,0,0
比肩人,9,威廉·莎士比亚,0,0,1,7,0,0
比肩人,10,东加勒比元,0,0,1,5,0,0
接踵比肩,1,桥接器,0,0,1,4,0,0
接踵比肩,2,比亞,0,0,1,4,0,0
接踵比肩,3,尼泊尔卢比,0,0,1,5,0,0
接踵比肩,4,比分,0,0,1,4,0,0
接踵比肩,5,天涯若比鄰,0,0,1,5,0,0
接踵比肩,6,比上不足比下有餘,0,0,1,8,0,0
接踵比肩,7,接人,0,0,1,3,0,0
接踵比肩,8,哥伦比亚,0,0,1,3,0,0
接踵比肩,9,光接收器,0,0,1,4,0,0
接踵比肩,10,接生,0,0,1,3,0,0
比肩繼踵,1,漢謨拉比,0,0,1,4,0,0
比肩繼踵,2,繼後,0,0,1,4,0,0
比肩繼踵,3,佛法與科學之比較研究,0,0,1,10,0,0
比肩繼踵,4,比亚迪汽车,0,0,1,4,0,0
比肩繼踵,5,張繼,0,0,1,4,0,0
比肩繼踵,6,玻利维亚比索,0,0,1,6,0,0
比肩繼踵,7,比索,0,0,1,3,0,0
比肩繼踵,8,開始比賽,0,0,1,4,0,0
比肩繼踵,9,等额比基金,0,0,1,5,0,0
比肩繼踵,10,蘇富比,0,0,1,4,0,0
踵，腳後跟,1,打蛇不死，後患無窮,0,0,2,9,0,0
踵，腳後跟,2,腳跟,0,0,2,5,0,0
踵，腳後跟,3,紅腳隼,0,0,1,5,0,0
踵，腳後跟,4,前不著村，後不著店,0,0,2,9,0,0
踵，腳後跟,5,前門拒虎，後門進狼,0,0,2,9,0,0
踵，腳後跟,6,後腳,0,0,2,5,0,0
踵，腳後跟,7,前門打虎，後門打狼,0,0,2,9,0,0
踵，腳後跟,8,兵來將敵，水來土堰,0,0,1,9,0,0
踵，腳後跟,9,獸腳亞目,0,0,1,5,0,0
踵，腳後跟,10,有借有還，再借不難,0,0,1,9,0,0
人多而紛雜,1,学而不厌,0,0,1,5,0,0
人多而紛雜,2,闻风而动,0,0,1,4,0,0
人多而紛雜,3,人身权,0,0,1,4,0,0
人多而紛雜,4,物以類聚，人以群分,0,0,1,9,0,0
人多而紛雜,5,鬱多羅僧,0,0,1,4,0,0
人多而紛雜,6,敵人逾多,0,0,2,5,0,0
人多而紛雜,7,貴人多忘,0,0,2,5,0,0
人多而紛雜,8,女主人公,0,0,1,5,0,0
人多而紛雜,9,多人,0,0,2,5,0,0
人多而紛雜,10,多素心人,0,0,2,5,0,0
比肩而事,1,利比亚,0,0,1,4,0,0
比肩而事,2,美差事,0,0,1,4,0,0
比肩而事,3,息事寧人,0,0,1,4,0,0
比肩而事,4,相机而行,0,0,1,3,0,0
比肩而事,5,比桿賽,0,0,1,3,0,0
比肩而事,6,不寒而栗,0,0,1,3,0,0
比肩而事,7,施事,0,0,1,4,0,0
比肩而事,8,擦肩而过,0,0,2,2,0,0
比肩而事,9,国事访问,0,0,1,4,0,0
比肩而事,10,幾內亞比紹,0,0,1,5,0,0
併肩共事,1,公共事業,0,0,2,4,0,0
併肩共事,2,壞事,0,0,1,4,0,0
併肩共事,3,時事新報,0,0,1,4,0,0
併肩共事,4,共同纲领,0,0,1,4,0,0
併肩共事,5,東窗事發,0,0,1,4,0,0
併肩共事,6,坎肩,0,0,1,3,0,0
併肩共事,7,共識,0,0,1,4,0,0
併肩共事,8,共和國,0,0,1,4,0,0
併肩共事,9,羅馬共和國,0,0,1,4,0,0
併肩共事,10,尋釁滋事罪,0,0,1,4,0,0
比肩而立,1,比索,0,0,1,3,0,0
比肩而立,2,屹立,0,0,1,4,0,0
比肩而立,3,比較而言,0,0,2,2,0,0
比肩而立,4,比较而言,0,0,2,2,0,0
比肩而立,5,比肩皆是,0,0,2,2,0,0
比肩而立,6,而立之年,0,0,2,4,0,0
比肩而立,7,周而不比,0,0,2,4,0,0
比肩而立,8,立誓,0,0,1,4,0,0
比肩而立,9,勢不兩立,0,0,1,3,0,0
比肩而立,10,拳击比赛,0,0,1,4,0,0
肩併肩的靠立,1,家家有本難念的經,0,0,1,8,0,0
肩併肩的靠立,2,煢煢孑立,0,0,1,6,0,0
肩併肩的靠立,3,立定跳遠,0,0,1,6,0,0
肩併肩的靠立,4,似的,0,0,1,6,0,0
肩併肩的靠立,5,成家立業,0,0,1,6,0,0
肩併肩的靠立,6,肩射導彈,0,0,1,5,0,0
肩併肩的靠立,7,建立時間,0,0,1,6,0,0
肩併肩的靠立,8,立體,0,0,1,6,0,0
肩併肩的靠立,9,蒙得維的亞,0,0,1,5,0,0
肩併肩的靠立,10,加的斯,0,0,1,6,0,0
比肩隨踵,1,比姆貝卡特,0,0,1,4,0,0
比肩隨踵,2,密西西比,0,0,1,4,0,0
比肩隨踵,3,摩肩接踵,0,0,2,2,0,0
比肩隨踵,4,哇沙比,0,0,1,4,0,0
比肩隨踵,5,比價,0,0,1,3,0,0
比肩隨踵,6,佛法與科學之比較研究,0,0,1,10,0,0
比肩隨踵,7,擦肩而過,0,0,1,3,0,0
比肩隨踵,8,英属哥伦比亚,0,0,1,6,0,0
比肩隨踵,9,隨逐,0,0,1,4,0,0
比肩隨踵,10,底比斯,0,0,1,4,0,0
無以為貴,1,不孝有三，無後為大,0,0,2,9,0,0
無以為貴,2,巧婦難為無米之炊,0,0,2,8,0,0
無以為貴,3,引以為憾,0,0,2,2,0,0
無以為貴,4,以及,0,0,1,4,0,0
無以為貴,5,見義不為，是為無勇,0,0,2,9,0,0
無以為貴,6,見義不為，無勇,0,0,2,7,0,0
無以為貴,7,民以食為天,0,0,2,4,0,0
無以為貴,8,以人為本,0,0,2,3,0,0
無以為貴,9,大云無想经卷第九,0,0,1,8,0,0
無以為貴,10,無為縣,0,0,2,3,0,0
因天地之性情,1,天无绝人之路,0,0,2,6,0,0
因天地之性情,2,立于不败之地,0,0,2,6,0,0
因天地之性情,3,天地良心,0,0,2,6,0,0
因天地之性情,4,无穷如天地,0,0,2,6,0,0
因天地之性情,5,天旋地转,0,0,2,5,0,0
因天地之性情,6,显性基因,0,0,2,6,0,0
因天地之性情,7,開天避地,0,0,2,5,0,0
因天地之性情,8,種性地,0,0,2,5,0,0
因天地之性情,9,天摇地转,0,0,2,5,0,0
因天地之性情,10,天旋地轉,0,0,2,5,0,0
孔竅之所利,1,維多利亞公園,0,0,1,6,0,0
孔竅之所利,2,庶人之風,0,0,1,4,0,0
孔竅之所利,3,义之所在,0,0,2,5,0,0
孔竅之所利,4,之所以,0,0,2,5,0,0
孔竅之所利,5,所到之处,0,0,2,4,0,0
孔竅之所利,6,儿童福利,0,0,1,5,0,0
孔竅之所利,7,前所未见,0,0,1,5,0,0
孔竅之所利,8,偶一为之,0,0,1,5,0,0
孔竅之所利,9,百足之蟲死而不僵,0,0,1,7,0,0
孔竅之所利,10,证券交易所,0,0,1,5,0,0
以立尊卑之制,1,之所以,0,0,2,6,0,0
以立尊卑之制,2,星星之火，可以燎原,0,0,2,9,0,0
以立尊卑之制,3,陽尊陰卑,0,0,2,5,0,0
以立尊卑之制,4,以夷制夷,0,0,2,5,0,0
以立尊卑之制,5,以王之政,0,0,2,5,0,0
以立尊卑之制,6,而立之年,0,0,2,5,0,0
以立尊卑之制,7,以華制華,0,0,2,5,0,0
以立尊卑之制,8,以暴制暴,0,0,2,5,0,0
以立尊卑之制,9,贫无立锥之地,0,0,2,5,0,0
以立尊卑之制,10,议会制君主立宪制,0,0,2,8,0,0
以等貴賤之差,1,等閒之輩,0,0,2,6,0,0
以等貴賤之差,2,持之以恒,0,0,2,6,0,0
以等貴賤之差,3,差之毫厘，失之千里,0,0,2,9,0,0
以等貴賤之差,4,等差,0,0,2,6,0,0
以等貴賤之差,5,等而下之,0,0,2,6,0,0
以等貴賤之差,6,授之以魚不如授之以漁,0,0,2,10,0,0
以等貴賤之差,7,等闲之辈,0,0,2,6,0,0
以等貴賤之差,8,失之毫厘，謬以千里,0,0,2,9,0,0
以等貴賤之差,9,失之毫厘，差以千里,0,0,3,8,0,0
以等貴賤之差,10,母以子貴,0,0,2,6,0,0
貴賤之別,1,魚水之歡,0,0,1,3,0,0
貴賤之別,2,志之不忘,0,0,1,4,0,0
貴賤之別,3,肌肤之亲,0,0,1,3,0,0
貴賤之別,4,天淵之別,0,0,2,2,0,0
貴賤之別,5,五子之歌,0,0,1,3,0,0
貴賤之別,6,別峯相見,0,0,1,4,0,0
貴賤之別,7,不费吹灰之力,0,0,1,6,0,0
貴賤之別,8,股東特別大會,0,0,1,5,0,0
貴賤之別,9,差貴賤,0,0,2,4,0,0
貴賤之別,10,霄壤之別,0,0,2,2,0,0
尊貴和卑賤的區別,1,尊師貴道,0,0,2,7,0,0
尊貴和卑賤的區別,2,貴賤賢愚,0,0,2,8,0,0
尊貴和卑賤的區別,3,和集百越,0,0,1,8,0,0
尊貴和卑賤的區別,4,威尊命賤,0,0,2,8,0,0
尊貴和卑賤的區別,5,不擇貴賤,0,0,2,8,0,0
尊貴和卑賤的區別,6,佛頂尊勝陀羅尼別法,0,0,2,8,0,0
尊貴和卑賤的區別,7,貴陽而賤陰,0,0,2,8,0,0
尊貴和卑賤的區別,8,摩诃卑耶和题,0,0,2,8,0,0
尊貴和卑賤的區別,9,做自己的貴人,0,0,2,8,0,0
尊貴和卑賤的區別,10,別的,0,0,2,8,0,0
貴賤無二,1,貴遠賤近,0,0,2,3,0,0
貴賤無二,2,貴古賤今,0,0,2,3,0,0
貴賤無二,3,無盡意,0,0,1,4,0,0
貴賤無二,4,無賴,0,0,1,4,0,0
貴賤無二,5,無可救藥,0,0,1,4,0,0
貴賤無二,6,無瞋恚佛,0,0,1,4,0,0
貴賤無二,7,空洞無物,0,0,1,3,0,0
貴賤無二,8,貴賤賢愚,0,0,2,2,0,0
貴賤無二,9,目無組織,0,0,1,4,0,0
貴賤無二,10,賤內,0,0,1,4,0,0
縱捨,1,縱任,0,0,1,1,0,0
縱捨,2,縱剖面,0,0,1,2,0,0
縱捨,3,捨本逐末,0,0,1,4,0,0
縱捨,4,縱令,0,0,1,1,0,0
縱捨,5,縱紋角鴞,0,0,1,3,0,0
縱捨,6,縱橫交錯,0,0,1,3,0,0
縱捨,7,棄捨,0,0,1,1,0,0
縱捨,8,奢侈縱恣,0,0,1,4,0,0
縱捨,9,依依不捨,0,0,1,4,0,0
縱捨,10,捨下,0,0,1,2,0,0
燋然,1,自然免疫,0,0,1,3,0,0
燋然,2,暢然,0,0,1,1,0,0
燋然,3,蓋然性,0,0,1,2,0,0
燋然,4,浑然,0,0,1,1,0,0
燋然,5,索然寡味,0,0,1,3,0,0
燋然,6,悠然自适,0,0,1,3,0,0
燋然,7,陶然亭,0,0,1,2,0,0
燋然,8,愕然,0,0,1,1,0,0
燋然,9,必然性,0,0,1,2,0,0
燋然,10,较然,1,0,0,1,0,0
有是,1,邮市,1,0,0,2,0,0
有是,2,就是說,0,0,1,2,0,0
有是,3,酉时,1,0,0,2,0,0
有是,4,是非自有公論,0,0,2,6,0,0
有是,5,存有,0,0,1,2,0,0
有是,6,没有生育能力,0,0,1,6,0,0
有是,7,别有韵味,0,0,1,4,0,0
有是,8,有力,0,0,1,1,0,0
有是,9,有借有還，再借不難,0,0,1,8,0,0
有是,10,有害,0,0,1,1,0,0
重病無救,1,無病自灸,0,0,2,3,0,0
重病無救,2,因緣果報重重無盡,0,0,2,8,0,0
重病無救,3,無法挽救,0,0,2,3,0,0
重病無救,4,無足輕重,0,0,2,4,0,0
重病無救,5,天涯何處無芳草,0,0,1,7,0,0
重病無救,6,救助,0,0,1,4,0,0
重病無救,7,無非,0,0,1,4,0,0
重病無救,8,重病特护区,0,0,2,3,0,0
重病無救,9,双重标准,0,0,1,4,0,0
重病無救,10,觀法無我,0,0,1,3,0,0
任用官吏,1,开放近用,0,0,1,4,0,0
任用官吏,2,上官,0,0,1,4,0,0
任用官吏,3,隨插即用,0,0,1,4,0,0
任用官吏,4,负有责任,0,0,1,4,0,0
任用官吏,5,改用,0,0,1,3,0,0
任用官吏,6,使用者中介,0,0,1,4,0,0
任用官吏,7,佔用,0,0,1,3,0,0
任用官吏,8,官學,0,0,1,4,0,0
任用官吏,9,荣任,0,0,1,4,0,0
任用官吏,10,僱用,0,0,1,3,0,0
評定優劣,1,俱品一分转不定过,0,0,1,8,0,0
評定優劣,2,定王,0,0,1,4,0,0
評定優劣,3,命中註定,0,0,1,4,0,0
評定優劣,4,定窯,0,0,1,4,0,0
評定優劣,5,劣三修,0,0,1,4,0,0
評定優劣,6,優曇本花,0,0,1,4,0,0
評定優劣,7,芜劣,0,0,1,4,0,0
評定優劣,8,定公,0,0,1,4,0,0
評定優劣,9,定性理論,0,0,1,4,0,0
評定優劣,10,名優,0,0,1,4,0,0
遠恥辱也,1,忍辱求全,0,0,1,4,0,0
遠恥辱也,2,只赢得眼睛也落地,0,0,1,8,0,0
遠恥辱也,3,也就是说,0,0,1,4,0,0
遠恥辱也,4,遠近,0,0,1,3,0,0
遠恥辱也,5,恥毛,0,0,1,4,0,0
遠恥辱也,6,遠期合約,0,0,1,3,0,0
遠恥辱也,7,遠近皆知,0,0,1,3,0,0
遠恥辱也,8,破銅爛鐵也能成鋼,0,0,1,8,0,0
遠恥辱也,9,劉知遠,0,0,1,4,0,0
遠恥辱也,10,遠安縣,0,0,1,3,0,0
因不失其親,1,不計其數,0,0,2,5,0,0
因不失其親,2,因小失大,0,0,2,3,0,0
因不失其親,3,得不偿失,0,0,2,4,0,0
因不失其親,4,不在其位不謀其政,0,0,2,8,0,0
因不失其親,5,其乐不穷,0,0,2,5,0,0
因不失其親,6,出其不意，攻其不备,0,0,2,9,0,0
因不失其親,7,不計得失,0,0,2,5,0,0
因不失其親,8,天网恢恢，疏而不失,0,0,2,9,0,0
因不失其親,9,出其不意,0,0,2,5,0,0
因不失其親,10,出其不意，攻其不備,0,0,2,9,0,0
因事制義,1,济事,0,0,1,3,0,0
因事制義,2,因明義斷,0,0,2,3,0,0
因事制義,3,大事因缘,0,0,2,3,0,0
因事制義,4,趙光義,0,0,1,4,0,0
因事制義,5,因缘觉,0,0,1,3,0,0
因事制義,6,因明入正理論,0,0,1,5,0,0
因事制義,7,事過境遷,0,0,1,4,0,0
因事制義,8,極簡主義,0,0,1,3,0,0
因事制義,9,结制安居,0,0,1,4,0,0
因事制義,10,真因,0,0,1,4,0,0
亦可宗也,1,夏蟲不可以語冰,0,0,1,7,0,0
亦可宗也,2,言不可傳,0,0,1,4,0,0
亦可宗也,3,新编诸宗教藏总录,0,0,1,8,0,0
亦可宗也,4,不可终日,0,0,1,3,0,0
亦可宗也,5,八大宗派,0,0,1,3,0,0
亦可宗也,6,非同小可,0,0,1,4,0,0
亦可宗也,7,牢不可破,0,0,1,4,0,0
亦可宗也,8,宗賾慈覺,0,0,1,4,0,0
亦可宗也,9,也就是說,0,0,1,4,0,0
亦可宗也,10,印可,0,0,1,3,0,0
亦可宗也,1,可行性,0,0,1,4,0,0
亦可宗也,2,可待因,0,0,1,4,0,0
亦可宗也,3,不可再生资源,0,0,1,5,0,0
亦可宗也,4,只贏得眼睛也落地,0,0,1,8,0,0
亦可宗也,5,言不可傳,0,0,1,4,0,0
亦可宗也,6,可执行,0,0,1,4,0,0
亦可宗也,7,不可得,0,0,1,3,0,0
亦可宗也,8,滿口之乎者也,0,0,1,6,0,0
亦可宗也,9,宗座署理,0,0,1,4,0,0
亦可宗也,10,可以意會，不可言傳,0,0,1,9,0,0
君子食無求飽,1,居無求安,0,0,2,6,0,0
君子食無求飽,2,尼乾子問無我義經,0,0,2,8,0,0
君子食無求飽,3,求學無坦途,0,0,2,6,0,0
君子食無求飽,4,貪求無厭,0,0,2,6,0,0
君子食無求飽,5,食不求飽,0,0,3,6,0,0
君子食無求飽,6,有仇不报非君子,0,0,2,7,0,0
君子食無求飽,7,飽食,0,0,2,6,0,0
君子食無求飽,8,食不念飽,0,0,2,6,0,0
君子食無求飽,9,君子一言，駟馬難追,0,0,2,7,0,0
君子食無求飽,10,誅求無厭,0,0,2,6,0,0
敏於事而慎於言,1,审慎行事,0,0,2,7,0,0
敏於事而慎於言,2,比較而言,0,0,2,7,0,0
敏於事而慎於言,3,辦事真言,0,0,2,7,0,0
敏於事而慎於言,4,事實勝於雄辯,0,0,2,7,0,0
敏於事而慎於言,5,言端语端,0,0,1,7,0,0
敏於事而慎於言,6,程式语言,0,0,1,7,0,0
敏於事而慎於言,7,言歸於好,0,0,2,7,0,0
敏於事而慎於言,8,概而言之,0,0,2,7,0,0
敏於事而慎於言,9,食言而肥,0,0,2,7,0,0
敏於事而慎於言,10,王顾左右而言他,0,0,2,7,0,0
為人謀而不忠乎,1,而患不均,0,0,2,7,0,0
為人謀而不忠乎,2,人艰不拆,0,0,2,7,0,0
為人謀而不忠乎,3,死而不僵,0,0,2,7,0,0
為人謀而不忠乎,4,人不知而不愠,0,0,3,5,0,0
為人謀而不忠乎,5,不為人知,0,0,3,7,0,0
為人謀而不忠乎,6,小不忍則亂大謀,0,0,2,7,0,0
為人謀而不忠乎,7,不在乎,0,0,2,7,0,0
為人謀而不忠乎,8,满不在乎,0,0,2,7,0,0
為人謀而不忠乎,9,不食人间烟火,0,0,2,7,0,0
為人謀而不忠乎,10,学而不厌，诲人不倦,0,0,3,9,0,0
與朋友交而不信乎,1,不得其门而入,0,0,2,7,0,0
與朋友交而不信乎,2,敢怒而不敢言,0,0,2,8,0,0
與朋友交而不信乎,3,不胫而走,0,0,2,8,0,0
與朋友交而不信乎,4,几乎不,0,0,2,8,0,0
與朋友交而不信乎,5,天网恢恢，疏而不失,0,0,2,9,0,0
與朋友交而不信乎,6,女朋友,0,0,2,6,0,0
與朋友交而不信乎,7,人而無信，不知其可,0,0,3,8,0,0
與朋友交而不信乎,8,人而无信，不知其可,0,0,3,8,0,0
與朋友交而不信乎,9,不可置信,0,0,2,8,0,0
與朋友交而不信乎,10,博而不精,0,0,2,8,0,0
傳不習,1,傳習錄,0,0,2,2,0,0
傳不習,2,不見經傳,0,0,2,4,0,0
傳不習,3,累覺不愛,0,0,1,4,0,0
傳不習,4,惴惴不安,0,0,1,4,0,0
傳不習,5,不可導,0,0,1,3,0,0
傳不習,6,犹豫不决,0,0,1,4,0,0
傳不習,7,臭不可聞,0,0,1,3,0,0
傳不習,8,看不習慣,0,0,2,2,0,0
傳不習,9,言不可傳,0,0,2,3,0,0
傳不習,10,不修边幅,0,0,1,4,0,0
道千乘之國,1,孔孟之道,0,0,2,5,0,0
道千乘之國,2,差之毫厘，失之千里,0,0,2,9,0,0
道千乘之國,3,晋之乘,0,0,2,4,0,0
道千乘之國,4,差之毫厘，谬以千里,0,0,2,9,0,0
道千乘之國,5,千里之外,0,0,2,5,0,0
道千乘之國,6,处世之道,0,0,2,5,0,0
道千乘之國,7,大乘道,0,0,2,5,0,0
道千乘之國,8,循天之道,0,0,2,5,0,0
道千乘之國,9,佛說守護大千國土經,0,0,2,9,0,0
道千乘之國,10,白髮魔女傳之明月天國,0,0,2,10,0,0
敬事而信,1,敬鬼神而远之,0,0,2,5,0,0
敬事而信,2,華北事變,0,0,1,4,0,0
敬事而信,3,從而,0,0,1,4,0,0
敬事而信,4,人而无信，不知其可,0,0,2,8,0,0
敬事而信,5,敬而遠之,0,0,2,3,0,0
敬事而信,6,賣本事,0,0,1,4,0,0
敬事而信,7,众人敬仰,0,0,1,4,0,0
敬事而信,8,身隨而卒,0,0,1,3,0,0
敬事而信,9,回信地址,0,0,1,4,0,0
敬事而信,10,秤薪而爨,0,0,1,3,0,0
吾助爾喜,1,世界維吾爾代表大會,0,0,2,9,0,0
吾助爾喜,2,圖爾,0,0,1,4,0,0
吾助爾喜,3,阿爾茨海默病,0,0,1,6,0,0
吾助爾喜,4,辅助,0,0,1,3,0,0
吾助爾喜,5,素爾,0,0,1,4,0,0
吾助爾喜,6,喜來登,0,0,1,4,0,0
吾助爾喜,7,陳巴爾虎旗,0,0,1,4,0,0
吾助爾喜,8,计算机辅助设计,0,0,1,7,0,0
吾助爾喜,9,新疆維吾爾自治區,0,0,2,8,0,0
吾助爾喜,10,斯徹達爾,0,0,1,4,0,0
事君能致其身,1,憑本能做事,0,0,2,5,0,0
事君能致其身,2,若無其事,0,0,2,6,0,0
事君能致其身,3,罄身兒,0,0,1,6,0,0
事君能致其身,4,躋身,0,0,1,6,0,0
事君能致其身,5,隐身,0,0,1,6,0,0
事君能致其身,6,常務理事,0,0,1,6,0,0
事君能致其身,7,能事,0,0,2,6,0,0
事君能致其身,8,身临其境,0,0,2,6,0,0
事君能致其身,9,灭国弑君,0,0,1,6,0,0
事君能致其身,10,鄭重其事,0,0,2,6,0,0
子禽問於子貢曰,1,寨子,0,0,1,7,0,0
子禽問於子貢曰,2,察問,0,0,1,7,0,0
子禽問於子貢曰,3,城子河區,0,0,1,7,0,0
子禽問於子貢曰,4,子彈火車,0,0,1,6,0,0
子禽問於子貢曰,5,親生子女,0,0,1,7,0,0
子禽問於子貢曰,6,童子經念誦法,0,0,1,7,0,0
子禽問於子貢曰,7,絡腮鬍子,0,0,1,7,0,0
子禽問於子貢曰,8,印子钱,0,0,1,7,0,0
子禽問於子貢曰,9,愛民如子,0,0,1,7,0,0
子禽問於子貢曰,10,聖善住意天子所問經,0,0,2,9,0,0
夫子至於是邦也,1,也是,0,0,2,7,0,0
夫子至於是邦也,2,姨夫,0,0,1,7,0,0
夫子至於是邦也,3,瞳子,0,0,1,6,0,0
夫子至於是邦也,4,陀思妥也夫斯基,0,0,2,7,0,0
夫子至於是邦也,5,迂夫子,0,0,2,7,0,0
夫子至於是邦也,6,女子無才便是德,0,0,2,6,0,0
夫子至於是邦也,7,是何祥也,0,0,2,7,0,0
夫子至於是邦也,8,男子漢大丈夫,0,0,2,6,0,0
夫子至於是邦也,9,章子怡,0,0,1,6,0,0
夫子至於是邦也,10,至始至終,0,0,1,6,0,0
必聞其政,1,政命,0,0,1,4,0,0
必聞其政,2,行政總廚,0,0,1,4,0,0
必聞其政,3,不敢違其政,0,0,2,5,0,0
必聞其政,4,國政,0,0,1,4,0,0
必聞其政,5,蠲除苛政,0,0,1,3,0,0
必聞其政,6,新聞主播,0,0,1,3,0,0
必聞其政,7,行政员,0,0,1,4,0,0
必聞其政,8,围师必阙,0,0,1,4,0,0
必聞其政,9,顛覆政府罪,0,0,1,5,0,0
必聞其政,10,政府新聞處,0,0,2,5,0,0
先王之道斯為美,1,道不同不相為謀,0,0,2,6,0,0
先王之道斯為美,2,偶一為之,0,0,2,7,0,0
先王之道斯為美,3,王道舉,0,0,2,7,0,0
先王之道斯為美,4,康王之诰,0,0,2,5,0,0
先王之道斯為美,5,一之為甚,0,0,2,7,0,0
先王之道斯為美,6,美國之音,0,0,2,6,0,0
先王之道斯為美,7,循天之道,0,0,2,5,0,0
先王之道斯為美,8,王夫之,0,0,2,6,0,0
先王之道斯為美,9,道琼斯指数,0,0,2,7,0,0
先王之道斯為美,10,不足為道,0,0,2,6,0,0
汎愛眾,1,由憐生愛,0,0,1,4,0,0
汎愛眾,2,眾好八十章,0,0,1,5,0,0
汎愛眾,3,愛樂樂團,0,0,1,4,0,0
汎愛眾,4,天眾,0,0,1,3,0,0
汎愛眾,5,攝眾生戒,0,0,1,4,0,0
汎愛眾,6,愛人,0,0,1,3,0,0
汎愛眾,7,愛樂,0,0,1,3,0,0
汎愛眾,8,橫刀奪愛,0,0,1,4,0,0
汎愛眾,9,愛爾蘭共和國,0,0,1,6,0,0
汎愛眾,10,愛德,0,0,1,3,0,0
民德歸厚矣,1,安民天,0,0,1,5,0,0
民德歸厚矣,2,中国民用航空局,0,0,1,7,0,0
民德歸厚矣,3,梅德韦杰夫,0,0,1,4,0,0
民德歸厚矣,4,加德滿都,0,0,1,4,0,0
民德歸厚矣,5,人民民主專政,0,0,1,6,0,0
民德歸厚矣,6,检民以德,0,0,2,5,0,0
民德歸厚矣,7,東密德蘭,0,0,1,5,0,0
民德歸厚矣,8,明末農民起義,0,0,1,6,0,0
民德歸厚矣,9,联邦德国,0,0,1,5,0,0
民德歸厚矣,10,遷居移民,0,0,1,5,0,0
三代改制質文,1,三十五佛名礼忏文,0,0,2,7,0,0
三代改制質文,2,改朝換代,0,0,2,6,0,0
三代改制質文,3,文殊师利普超三昧经,0,0,2,9,0,0
三代改制質文,4,文字頭,0,0,1,6,0,0
三代改制質文,5,牽制,0,0,1,6,0,0
三代改制質文,6,代駕,0,0,1,6,0,0
三代改制質文,7,歷代三寶紀,0,0,2,5,0,0
三代改制質文,8,三十五佛名禮懺文,0,0,2,7,0,0
三代改制質文,9,第三人稱代名詞,0,0,2,7,0,0
三代改制質文,10,中國唐代文學學會,0,0,2,8,0,0
晴朗的天氣,1,天汉,0,0,1,5,0,0
晴朗的天氣,2,氣不公,0,0,1,5,0,0
晴朗的天氣,3,天意,0,0,1,5,0,0
